Order_ID,Customer_ID,Restaurant_ID,Order_Date,City_x,Order_Value,Payment_Method,Rating,Delivery_Time(min),Restaurant_Name,Cuisine,Avg_Price,City_y,Partner_Since,Name,Age,Gender,City,Member_Since
O5638,C176,R306,2023-08-03,Bangalore,804.11,Debit Card,5,41,Inaaya 's Café,Chinese,269,Hyderabad,2021-03-16,Khushi Malhotra,25,F,Hyderabad,2024-03-21
O5639,C689,R268,2024-03-24,Hyderabad,799.39,Net Banking,1,42,Shlok's Eatery,Italian,480,Bangalore,2022-03-25,Riya Basak,39,M,Delhi,2024-09-20
O5640,C308,R279,2023-01-21,Delhi,1089.66,COD,5,25,Manjari's Eatery,American,648,Bangalore,2020-03-02,Manjari Tandon,33,M,Bangalore,2022-06-02
O5641,C811,R342,2024-03-01,Bangalore,1142.65,COD,4,23,Navya's Bistro,Indian,308,Pune,2020-07-01,Manjari Dhar,45,M,Delhi,2021-11-22
O5642,C768,R241,2023-07-06,Delhi,1118.91,Debit Card,5,42,Aaina's Bistro,American,455,Delhi,2021-04-16,Rasha Khatri,48,M,Bangalore,2022-04-15
O5643,C869,R233,2023-02-06,Mumbai,673.38,Debit Card,4,33,Arhaan's Diner,American,729,Delhi,2020-12-27,Charvi Kurian,23,F,Mumbai,2024-05-14
O5644,C816,R247,2024-06-29,Hyderabad,984.37,UPI,1,53,Damini's Kitchen,American,740,Delhi,2022-05-08,Nitya Ghose,43,M,Hyderabad,2022-12-23
O5645,C850,R335,2024-08-03,Pune,907.72,UPI,2,35,Khushi's Café,Thai,793,Mumbai,2023-01-30,Charvi Walia,54,M,Delhi,2021-12-15
O5646,C800,R337,2024-09-18,Hyderabad,690.19,COD,4,45,Nirvaan's Grill,Italian,387,Mumbai,2021-12-22,Taran Handa,47,M,Pune,2023-04-12
O5647,C674,R204,2024-08-08,Chennai,936.1,Credit Card,4,56,Ryan's Bistro,Thai,318,Mumbai,2020-04-16,Pihu Wadhwa,35,M,Pune,2024-07-31
O5648,C241,R315,2024-07-07,Pune,1426.15,Net Banking,4,21,Reyansh's Bistro,American,353,Hyderabad,2021-02-12,Jhanvi Agrawal,20,M,Pune,2022-10-27
O5649,C327,R316,2023-10-14,Bangalore,370.05,Debit Card,1,51,Riya's Diner,Chinese,668,Pune,2022-01-29,Aaina Luthra,53,F,Bangalore,2024-06-10
O5650,C272,R307,2023-11-22,Pune,1368.08,UPI,3,39,Vaibhav's Café,American,410,Bangalore,2022-04-30,Onkar Bains,21,F,Hyderabad,2022-04-13
O5651,C591,R222,2024-01-24,Pune,174.84,Net Banking,4,42,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Samarth Ramanathan,30,M,Mumbai,2022-04-18
O5652,C516,R261,2024-06-21,Bangalore,531.74,COD,1,50,Anvi's Diner,Chinese,714,Pune,2023-01-03,Anya Bera,52,F,Mumbai,2021-07-16
O5653,C805,R212,2024-01-12,Hyderabad,503.4,Debit Card,2,31,Prerak's Café,American,487,Hyderabad,2020-05-01,Saksham Sachar,25,M,Delhi,2023-05-26
O5654,C864,R336,2024-07-19,Bangalore,976.91,Debit Card,4,40,Nakul's Café,Thai,358,Hyderabad,2021-07-29,Badal Dhillon,48,F,Delhi,2022-03-02
O5655,C438,R219,2024-08-25,Chennai,283.71,UPI,3,42,Saira's Diner,Thai,382,Chennai,2021-04-27,Lavanya Dass,47,F,Pune,2022-12-02
O5656,C519,R291,2024-07-18,Mumbai,1335.29,Credit Card,1,51,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Akarsh Thakkar,43,M,Bangalore,2022-12-22
O5657,C876,R307,2024-07-20,Mumbai,1259.97,Debit Card,2,31,Vaibhav's Café,American,410,Bangalore,2022-04-30,Reyansh Loyal,23,M,Hyderabad,2021-11-16
O5658,C328,R307,2024-05-22,Pune,1012.89,Credit Card,3,31,Vaibhav's Café,American,410,Bangalore,2022-04-30,Aradhya Choudhary,37,M,Chennai,2023-06-23
O5659,C744,R232,2023-11-18,Bangalore,741.78,Net Banking,2,47,Nirvaan's Eatery,Thai,432,Hyderabad,2020-04-02,Madhav Tiwari,44,F,Delhi,2021-11-30
O5660,C288,R347,2023-04-24,Bangalore,1406.14,Debit Card,3,48,Shalv's Kitchen,Mexican,218,Hyderabad,2023-04-02,Pari Chhabra,37,F,Hyderabad,2023-06-12
O5661,C666,R263,2024-04-24,Bangalore,1263.05,Debit Card,5,37,Uthkarsh's Diner,Mexican,222,Chennai,2022-01-03,Eva Kumer,50,M,Hyderabad,2023-09-12
O5662,C310,R229,2024-05-30,Chennai,799.04,Credit Card,5,44,Vaibhav's Kitchen,Thai,421,Pune,2022-04-21,Shanaya Venkataraman,19,F,Bangalore,2024-10-25
O5663,C816,R307,2024-03-01,Chennai,1082.62,UPI,5,41,Vaibhav's Café,American,410,Bangalore,2022-04-30,Nitya Ghose,43,M,Hyderabad,2022-12-23
O5664,C560,R272,2024-06-16,Hyderabad,893.7,COD,2,23,Trisha's Eatery,Chinese,335,Chennai,2021-10-23,Divyansh Sankar,29,M,Mumbai,2022-05-10
O5665,C256,R308,2023-10-11,Delhi,923.12,Net Banking,5,34,Vivaan's Kitchen,Mexican,300,Pune,2022-11-12,Priyansh Buch,54,M,Mumbai,2021-12-19
O5666,C288,R344,2024-06-03,Delhi,563.37,Debit Card,1,37,Baiju's Café,Italian,741,Chennai,2022-01-31,Pari Chhabra,37,F,Hyderabad,2023-06-12
O5667,C511,R299,2023-10-02,Delhi,746.92,UPI,1,33,Yashvi's Eatery,Italian,408,Bangalore,2022-10-21,Parinaaz Mahajan,46,M,Pune,2023-03-15
O5668,C870,R213,2023-09-07,Hyderabad,209.37,Debit Card,5,51,Neysa's Eatery,Mexican,487,Mumbai,2023-03-21,Charvi Wable,19,M,Bangalore,2022-02-01
O5669,C727,R218,2024-03-10,Bangalore,600.29,Net Banking,3,59,Manikya's Grill,Mexican,601,Delhi,2020-07-26,Umang Malhotra,18,F,Pune,2021-10-25
O5670,C510,R270,2024-02-20,Delhi,1074.16,COD,3,18,Sumer's Grill,Mexican,428,Mumbai,2021-09-22,Zaina Kaul,27,M,Chennai,2023-11-10
O5671,C382,R258,2023-01-21,Bangalore,1434.5,Debit Card,2,27,Jhanvi's Eatery,Chinese,477,Hyderabad,2022-11-21,Alia Sule,40,M,Mumbai,2021-01-05
O5672,C553,R296,2023-01-10,Pune,1448.29,Credit Card,3,52,Anvi's Eatery,American,513,Bangalore,2022-07-02,Amani Goyal,34,F,Delhi,2023-12-30
O5673,C713,R243,2023-06-07,Delhi,878.01,UPI,4,26,Zain's Grill,Italian,434,Delhi,2022-09-13,Kimaya Guha,26,F,Bangalore,2024-04-26
O5674,C740,R310,2023-06-22,Pune,949.27,COD,3,23,Trisha's Kitchen,American,580,Delhi,2023-05-14,Rasha Thakur,51,M,Bangalore,2021-08-21
O5675,C374,R210,2023-11-16,Hyderabad,360.01,Debit Card,1,29,Kimaya's Diner,Mexican,359,Bangalore,2023-06-23,Shayak Atwal,54,M,Mumbai,2023-05-11
O5676,C694,R305,2023-02-01,Mumbai,1073.43,COD,3,35,Parinaaz's Diner,American,786,Mumbai,2021-09-02,Parinaaz Ram,52,F,Mumbai,2023-10-07
O5677,C646,R201,2023-04-02,Chennai,198.92,Credit Card,2,29,Faiyaz's Grill,American,368,Mumbai,2023-03-04,Riaan Gade,29,F,Hyderabad,2021-09-21
O5678,C869,R324,2024-08-07,Hyderabad,498.56,Debit Card,3,19,Lakshit's Eatery,Mexican,318,Pune,2021-04-16,Charvi Kurian,23,F,Mumbai,2024-05-14
O5679,C849,R344,2023-04-09,Hyderabad,1035.71,COD,2,19,Baiju's Café,Italian,741,Chennai,2022-01-31,Miraya Reddy,23,M,Chennai,2023-02-21
O5680,C742,R293,2023-02-25,Hyderabad,534.43,Debit Card,4,39,Renee's Bistro,Italian,699,Mumbai,2023-05-02,Alia Randhawa,47,F,Hyderabad,2023-09-30
O5681,C695,R292,2023-09-25,Delhi,169.79,Debit Card,5,38,Prisha's Kitchen,Italian,592,Pune,2020-05-03,Vritika Raval,18,M,Mumbai,2024-04-05
O5682,C328,R203,2024-03-20,Pune,1264.62,COD,4,51,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Aradhya Choudhary,37,M,Chennai,2023-06-23
O5683,C791,R262,2023-05-25,Chennai,534.46,Debit Card,1,45,Eshani's Grill,American,218,Bangalore,2021-03-28,Stuvan Kapoor,29,F,Mumbai,2021-03-06
O5684,C461,R228,2024-08-30,Delhi,188.35,Credit Card,4,48,Urvi's Bistro,Thai,743,Hyderabad,2020-03-02,Rhea Buch,43,M,Hyderabad,2021-04-09
O5685,C327,R218,2024-07-28,Mumbai,204.7,COD,4,55,Manikya's Grill,Mexican,601,Delhi,2020-07-26,Aaina Luthra,53,F,Bangalore,2024-06-10
O5686,C417,R290,2023-05-30,Chennai,452.46,COD,1,28,Renee's Bistro,American,311,Pune,2021-08-22,Tarini Chawla,51,M,Delhi,2023-01-06
O5687,C784,R228,2024-01-18,Hyderabad,349.22,Credit Card,1,41,Urvi's Bistro,Thai,743,Hyderabad,2020-03-02,Zaina Barman,35,F,Delhi,2024-05-20
O5688,C220,R315,2023-10-15,Bangalore,1184.02,Credit Card,5,18,Reyansh's Bistro,American,353,Hyderabad,2021-02-12,Amira Dugar,32,M,Pune,2021-05-09
O5689,C486,R269,2023-10-16,Mumbai,550.36,Credit Card,5,37,Inaaya 's Bistro,Mexican,327,Chennai,2022-07-01,Divyansh Lall,27,M,Bangalore,2021-03-06
O5690,C511,R322,2023-03-27,Pune,1226.57,Debit Card,3,52,Siya's Diner,Italian,219,Pune,2020-08-27,Parinaaz Mahajan,46,M,Pune,2023-03-15
O5691,C132,R222,2023-03-06,Mumbai,343.38,Debit Card,2,19,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Piya Gaba,21,F,Delhi,2024-07-23
O5692,C264,R245,2024-06-21,Delhi,790.03,Net Banking,1,41,Lagan's Café,Indian,733,Delhi,2023-02-13,Stuvan Rege,50,M,Pune,2021-09-24
O5693,C778,R207,2024-05-22,Bangalore,1063.25,Debit Card,4,57,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Gatik Sura,44,M,Chennai,2023-08-06
O5694,C782,R265,2024-05-18,Delhi,1012.79,Credit Card,4,28,Jayant's Diner,Italian,229,Delhi,2020-05-26,Rania Kothari,38,M,Hyderabad,2021-12-22
O5695,C342,R299,2023-09-19,Chennai,941.58,Net Banking,5,21,Yashvi's Eatery,Italian,408,Bangalore,2022-10-21,Anaya Andra,50,M,Chennai,2021-09-25
O5696,C809,R260,2024-10-11,Hyderabad,1394.75,Credit Card,2,59,Nitara's Eatery,Mexican,552,Chennai,2020-06-08,Prerak Soman,31,M,Mumbai,2023-05-10
O5697,C729,R311,2023-06-28,Hyderabad,419.94,UPI,1,32,Zaina's Grill,American,331,Chennai,2023-05-21,Raunak Barman,47,M,Delhi,2023-01-30
O5698,C451,R251,2024-05-26,Mumbai,791.21,COD,5,46,Sara's Diner,American,482,Hyderabad,2020-06-06,Amani Basu,51,M,Chennai,2023-04-29
O5699,C713,R235,2024-08-17,Hyderabad,1337.59,UPI,2,16,Rati's Grill,Italian,596,Chennai,2022-10-21,Kimaya Guha,26,F,Bangalore,2024-04-26
O5700,C870,R311,2023-11-29,Hyderabad,209.05,Credit Card,1,55,Zaina's Grill,American,331,Chennai,2023-05-21,Charvi Wable,19,M,Bangalore,2022-02-01
O5701,C486,R286,2023-07-05,Chennai,178.24,Debit Card,4,57,Mamooty's Café,Indian,604,Bangalore,2023-06-15,Divyansh Lall,27,M,Bangalore,2021-03-06
O5702,C295,R284,2023-12-24,Pune,426.62,COD,4,34,Ivana's Café,Indian,672,Chennai,2022-04-07,Anay Bajaj,49,M,Delhi,2023-11-28
O5703,C860,R212,2024-07-14,Pune,986.23,Debit Card,5,43,Prerak's Café,American,487,Hyderabad,2020-05-01,Drishya Mand,48,M,Bangalore,2021-12-28
O5704,C593,R246,2024-04-08,Delhi,463.83,Debit Card,2,57,Zain's Kitchen,American,665,Pune,2020-01-10,Misha Ravel,44,M,Chennai,2021-10-25
O5705,C187,R289,2024-06-21,Delhi,366.34,COD,4,40,Reyansh's Diner,Mexican,265,Chennai,2023-11-23,Sumer Kakar,26,M,Delhi,2023-04-28
O5706,C572,R221,2024-02-20,Pune,742.32,COD,2,52,Keya's Kitchen,American,323,Bangalore,2020-12-22,Raghav Varughese,29,F,Delhi,2022-07-21
O5707,C513,R257,2023-12-13,Mumbai,959.04,UPI,5,15,Lakshay's Café,Indian,660,Pune,2022-03-21,Khushi Doctor,29,M,Hyderabad,2022-10-28
O5708,C799,R229,2023-10-06,Pune,447.98,Credit Card,3,19,Vaibhav's Kitchen,Thai,421,Pune,2022-04-21,Miraan Sood,39,M,Mumbai,2022-08-14
O5709,C539,R345,2024-04-14,Delhi,520.97,Debit Card,2,28,Divyansh's Bistro,Chinese,513,Mumbai,2020-10-24,Zaina Mallick,52,F,Delhi,2022-08-03
O5710,C312,R305,2023-10-28,Bangalore,958.98,Credit Card,2,39,Parinaaz's Diner,American,786,Mumbai,2021-09-02,Navya Devi,29,F,Mumbai,2023-03-03
O5711,C662,R345,2023-10-05,Hyderabad,1424.03,Credit Card,5,23,Divyansh's Bistro,Chinese,513,Mumbai,2020-10-24,Eshani Baral,53,M,Mumbai,2024-05-14
O5712,C550,R273,2023-01-19,Chennai,1044.64,Net Banking,3,44,Saira's Bistro,Indian,561,Bangalore,2022-01-10,Armaan Doshi,42,F,Mumbai,2022-11-17
O5713,C292,R293,2024-03-08,Bangalore,1196.07,UPI,4,33,Renee's Bistro,Italian,699,Mumbai,2023-05-02,Divij Tank,20,F,Delhi,2024-04-05
O5714,C573,R270,2024-04-29,Bangalore,613.53,Debit Card,1,54,Sumer's Grill,Mexican,428,Mumbai,2021-09-22,Hansh Madan,42,F,Hyderabad,2022-09-02
O5715,C774,R206,2024-04-03,Hyderabad,481.16,COD,5,22,Samaira's Eatery,Chinese,569,Bangalore,2023-09-21,Drishya Issac,42,F,Pune,2023-03-30
O5716,C123,R264,2024-04-24,Pune,735.97,COD,1,30,Saksham's Bistro,American,612,Pune,2021-12-09,Vaibhav Dewan,45,F,Hyderabad,2023-09-01
O5717,C616,R245,2023-11-29,Mumbai,1229.99,Credit Card,3,22,Lagan's Café,Indian,733,Delhi,2023-02-13,Stuvan Uppal,45,M,Pune,2022-02-18
O5718,C391,R217,2024-05-25,Bangalore,738.82,UPI,3,37,Kashvi's Eatery,Mexican,472,Bangalore,2022-10-13,Saksham Bhasin,39,M,Chennai,2022-01-25
O5719,C343,R340,2023-11-06,Mumbai,1285.42,UPI,2,23,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Stuvan Choudhury,31,M,Hyderabad,2023-02-03
O5720,C425,R207,2024-07-31,Chennai,1484.28,Debit Card,1,46,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Rati Vasa,23,M,Mumbai,2022-04-27
O5721,C385,R273,2023-10-13,Chennai,200.84,Debit Card,1,51,Saira's Bistro,Indian,561,Bangalore,2022-01-10,Ryan Saini,35,M,Mumbai,2022-02-04
O5722,C783,R344,2024-05-10,Chennai,163.57,Credit Card,3,48,Baiju's Café,Italian,741,Chennai,2022-01-31,Yasmin Lad,22,M,Pune,2022-05-22
O5723,C328,R301,2023-03-27,Delhi,309.43,Credit Card,1,32,Raghav's Eatery,Thai,617,Bangalore,2022-08-28,Aradhya Choudhary,37,M,Chennai,2023-06-23
O5724,C699,R278,2023-12-06,Bangalore,638.12,Credit Card,4,59,Prerak's Diner,Italian,714,Mumbai,2020-02-08,Shamik Baria,34,F,Pune,2021-09-06
O5725,C183,R278,2024-06-29,Chennai,283.46,Net Banking,3,58,Prerak's Diner,Italian,714,Mumbai,2020-02-08,Samaira Wadhwa,50,M,Delhi,2023-02-04
O5726,C863,R320,2023-03-29,Delhi,1318.93,UPI,2,29,Neysa's Diner,Mexican,387,Mumbai,2023-04-13,Nishith Bobal,20,M,Mumbai,2021-02-01
O5727,C608,R262,2024-01-15,Chennai,132.4,Credit Card,2,29,Eshani's Grill,American,218,Bangalore,2021-03-28,Khushi Mand,48,F,Pune,2023-01-01
O5728,C681,R239,2023-09-11,Pune,542.11,UPI,2,43,Advika's Bistro,Thai,435,Chennai,2024-02-07,Armaan Balakrishnan,50,M,Chennai,2023-02-06
O5729,C349,R283,2023-02-24,Bangalore,358.57,COD,1,37,Ranbir's Bistro,Indian,690,Pune,2021-11-14,Jivika Chopra,34,F,Hyderabad,2022-07-21
O5730,C447,R214,2023-06-24,Delhi,1404.16,COD,3,37,Vardaniya's Grill,Mexican,425,Mumbai,2021-10-17,Oorja Ben,26,M,Pune,2023-06-21
O5731,C288,R298,2023-03-10,Chennai,1037.27,UPI,2,15,Jhanvi's Diner,Chinese,211,Hyderabad,2022-12-29,Pari Chhabra,37,F,Hyderabad,2023-06-12
O5732,C850,R333,2024-04-13,Delhi,1376.84,COD,3,36,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Charvi Walia,54,M,Delhi,2021-12-15
O5733,C510,R320,2023-11-05,Chennai,1461.26,COD,1,21,Neysa's Diner,Mexican,387,Mumbai,2023-04-13,Zaina Kaul,27,M,Chennai,2023-11-10
O5734,C615,R262,2023-08-03,Pune,795.94,COD,4,59,Eshani's Grill,American,218,Bangalore,2021-03-28,Mamooty Vaidya,30,F,Pune,2021-11-25
O5735,C699,R335,2024-02-02,Mumbai,428.05,Debit Card,4,46,Khushi's Café,Thai,793,Mumbai,2023-01-30,Shamik Baria,34,F,Pune,2021-09-06
O5736,C412,R327,2023-12-24,Chennai,371.22,Debit Card,4,42,Purab's Grill,Chinese,420,Pune,2023-05-07,Urvi Lal,31,F,Bangalore,2024-07-19
O5737,C694,R311,2024-06-17,Mumbai,412.09,UPI,1,46,Zaina's Grill,American,331,Chennai,2023-05-21,Parinaaz Ram,52,F,Mumbai,2023-10-07
O5738,C662,R310,2023-12-02,Bangalore,1092.03,UPI,2,47,Trisha's Kitchen,American,580,Delhi,2023-05-14,Eshani Baral,53,M,Mumbai,2024-05-14
O5739,C680,R231,2023-09-08,Pune,156.62,Net Banking,1,57,Pihu's Diner,American,696,Delhi,2022-03-07,Sahil Kashyap,22,F,Mumbai,2023-07-05
O5740,C511,R244,2024-07-16,Bangalore,171.91,Debit Card,3,27,Prisha's Bistro,American,544,Hyderabad,2023-01-18,Parinaaz Mahajan,46,M,Pune,2023-03-15
O5741,C416,R321,2023-08-17,Mumbai,951.4,UPI,4,42,Onkar's Diner,American,256,Hyderabad,2021-08-29,Manjari Shankar,45,F,Delhi,2024-08-08
O5742,C286,R281,2024-07-23,Pune,998.88,Debit Card,3,23,Kartik's Grill,American,682,Chennai,2022-07-12,Adah Srivastava,46,M,Hyderabad,2024-06-14
O5743,C776,R212,2023-04-27,Hyderabad,1031.37,Net Banking,1,57,Prerak's Café,American,487,Hyderabad,2020-05-01,Reyansh Gokhale,49,M,Bangalore,2022-10-14
O5744,C595,R223,2024-08-12,Pune,620.63,UPI,5,17,Jayan's Eatery,Thai,371,Mumbai,2023-10-14,Amani Krishnan,22,M,Pune,2021-09-10
O5745,C474,R213,2024-09-25,Pune,1228.32,UPI,5,31,Neysa's Eatery,Mexican,487,Mumbai,2023-03-21,Khushi Mann,43,F,Bangalore,2022-02-02
O5746,C860,R269,2023-05-25,Hyderabad,847.07,UPI,1,48,Inaaya 's Bistro,Mexican,327,Chennai,2022-07-01,Drishya Mand,48,M,Bangalore,2021-12-28
O5747,C143,R261,2023-06-13,Delhi,247.65,UPI,2,46,Anvi's Diner,Chinese,714,Pune,2023-01-03,Madhup Biswas,31,M,Bangalore,2021-07-06
O5748,C795,R319,2023-09-26,Delhi,1215.94,Credit Card,3,23,Ahana 's Grill,American,237,Chennai,2023-05-06,Dhanuk Sampath,43,F,Pune,2022-07-26
O5749,C894,R288,2023-10-19,Delhi,1434.29,Debit Card,1,55,Trisha's Eatery,Italian,430,Bangalore,2020-05-12,Shaan Ramesh,31,M,Chennai,2021-11-26
O5750,C820,R200,2024-09-11,Mumbai,184.05,Debit Card,1,15,Pari's Grill,Chinese,789,Mumbai,2022-01-31,Yashvi Golla,40,M,Pune,2021-06-14
O5751,C764,R325,2023-11-06,Pune,647.89,Debit Card,5,56,Krish's Diner,Chinese,782,Hyderabad,2021-12-30,Trisha Mannan,30,F,Pune,2024-10-12
O5752,C414,R231,2023-08-27,Chennai,782.52,Net Banking,4,34,Pihu's Diner,American,696,Delhi,2022-03-07,Khushi Kala,40,F,Bangalore,2023-04-05
O5753,C292,R340,2023-05-26,Hyderabad,305.06,Credit Card,4,19,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Divij Tank,20,F,Delhi,2024-04-05
O5754,C699,R231,2024-02-04,Chennai,1314.79,Debit Card,2,54,Pihu's Diner,American,696,Delhi,2022-03-07,Shamik Baria,34,F,Pune,2021-09-06
O5755,C353,R255,2023-03-30,Mumbai,497.81,Debit Card,2,59,Hiran's Bistro,American,287,Mumbai,2021-12-15,Sahil Bhagat,39,M,Chennai,2023-02-14
O5756,C245,R290,2023-08-11,Hyderabad,1196.21,UPI,2,35,Renee's Bistro,American,311,Pune,2021-08-22,Adah Bhatt,26,M,Chennai,2024-04-12
O5757,C741,R203,2024-04-11,Chennai,1039.39,UPI,5,19,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Tara Sastry,35,M,Hyderabad,2021-06-27
O5758,C363,R222,2023-02-05,Mumbai,937.26,UPI,1,18,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Abram Vala,50,F,Chennai,2024-05-01
O5759,C838,R228,2024-04-17,Mumbai,369.0,Debit Card,2,22,Urvi's Bistro,Thai,743,Hyderabad,2020-03-02,Shray Lad,20,F,Delhi,2024-04-19
O5760,C789,R297,2023-06-19,Mumbai,408.98,UPI,5,39,Stuvan's Kitchen,Mexican,765,Mumbai,2020-10-23,Alia Ramachandran,18,F,Chennai,2022-11-05
O5761,C793,R348,2023-10-16,Hyderabad,166.29,Debit Card,3,21,Saanvi's Café,Thai,631,Hyderabad,2021-10-06,Mannat Kalla,51,M,Mumbai,2021-08-14
O5762,C729,R229,2024-02-15,Chennai,437.0,Net Banking,1,51,Vaibhav's Kitchen,Thai,421,Pune,2022-04-21,Raunak Barman,47,M,Delhi,2023-01-30
O5763,C815,R289,2023-03-14,Chennai,583.62,Net Banking,3,56,Reyansh's Diner,Mexican,265,Chennai,2023-11-23,Zoya Sanghvi,19,F,Pune,2022-07-15
O5764,C757,R347,2024-07-13,Bangalore,1266.4,COD,4,46,Shalv's Kitchen,Mexican,218,Hyderabad,2023-04-02,Eshani Gole,34,M,Bangalore,2023-10-01
O5765,C591,R343,2023-06-20,Mumbai,612.95,Credit Card,4,31,Mehul's Eatery,Italian,275,Mumbai,2020-09-24,Samarth Ramanathan,30,M,Mumbai,2022-04-18
O5766,C346,R266,2023-05-11,Delhi,1156.47,UPI,1,42,Amira's Kitchen,Thai,307,Mumbai,2020-06-19,Krish Tripathi,25,M,Delhi,2023-12-23
O5767,C822,R300,2023-10-14,Pune,715.22,UPI,2,20,Saira's Kitchen,Chinese,213,Delhi,2023-04-03,Miraan Subramanian,52,F,Hyderabad,2021-11-23
O5768,C789,R257,2023-03-28,Bangalore,1198.82,Credit Card,1,56,Lakshay's Café,Indian,660,Pune,2022-03-21,Alia Ramachandran,18,F,Chennai,2022-11-05
O5769,C494,R224,2023-09-26,Bangalore,1466.78,Credit Card,2,56,Eshani's Grill,American,487,Pune,2023-01-19,Hrishita Badami,33,M,Pune,2022-01-13
O5770,C133,R222,2023-02-06,Hyderabad,435.78,COD,4,50,Anvi's Kitchen,Mexican,613,Delhi,2021-07-22,Manikya Tara,42,F,Mumbai,2021-04-27
O5771,C624,R328,2023-08-24,Bangalore,1307.28,Credit Card,1,16,Jhanvi's Diner,Chinese,725,Hyderabad,2021-02-07,Jivin Virk,42,M,Chennai,2023-02-15
O5772,C150,R296,2023-01-06,Chennai,970.55,Debit Card,1,45,Anvi's Eatery,American,513,Bangalore,2022-07-02,Pihu Sen,46,F,Hyderabad,2024-02-28
O5773,C846,R342,2023-10-25,Hyderabad,1244.21,UPI,2,15,Navya's Bistro,Indian,308,Pune,2020-07-01,Jivika Bail,23,F,Mumbai,2022-03-20
O5774,C870,R327,2024-03-09,Hyderabad,1012.22,Credit Card,4,17,Purab's Grill,Chinese,420,Pune,2023-05-07,Charvi Wable,19,M,Bangalore,2022-02-01
O5775,C261,R280,2024-02-24,Delhi,693.53,Debit Card,4,27,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Mamooty Arora,40,F,Pune,2023-01-19
O5776,C663,R203,2023-11-03,Mumbai,419.3,Credit Card,2,45,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Sahil Sharma,44,M,Delhi,2021-05-16
O5777,C183,R334,2023-04-12,Bangalore,198.05,Debit Card,2,43,Seher's Diner,American,361,Bangalore,2022-11-29,Samaira Wadhwa,50,M,Delhi,2023-02-04
O5778,C699,R245,2023-03-25,Mumbai,849.73,Net Banking,2,58,Lagan's Café,Indian,733,Delhi,2023-02-13,Shamik Baria,34,F,Pune,2021-09-06
O5779,C389,R208,2023-07-25,Mumbai,1486.46,Debit Card,4,47,Mohanlal's Diner,Indian,687,Delhi,2022-07-05,Purab Dua,41,F,Chennai,2022-06-30
O5780,C666,R232,2024-01-18,Mumbai,1133.26,COD,4,24,Nirvaan's Eatery,Thai,432,Hyderabad,2020-04-02,Eva Kumer,50,M,Hyderabad,2023-09-12
O5781,C413,R283,2023-01-15,Hyderabad,558.28,Debit Card,1,52,Ranbir's Bistro,Indian,690,Pune,2021-11-14,Alisha Kant,29,F,Chennai,2023-12-11
O5782,C218,R331,2024-09-22,Mumbai,1258.09,Credit Card,4,23,Hiran's Café,Chinese,254,Delhi,2020-10-07,Nakul Deo,54,F,Pune,2023-06-22
O5783,C438,R264,2023-04-05,Bangalore,1176.58,Net Banking,3,15,Saksham's Bistro,American,612,Pune,2021-12-09,Lavanya Dass,47,F,Pune,2022-12-02
O5784,C193,R305,2024-09-09,Hyderabad,494.29,Net Banking,3,58,Parinaaz's Diner,American,786,Mumbai,2021-09-02,Heer Kapur,41,M,Pune,2024-08-04
O5785,C575,R233,2023-12-30,Bangalore,120.03,Debit Card,2,51,Arhaan's Diner,American,729,Delhi,2020-12-27,Nitara Verma,53,F,Pune,2021-05-17
O5786,C134,R284,2023-07-24,Hyderabad,265.43,Credit Card,2,46,Ivana's Café,Indian,672,Chennai,2022-04-07,Zara Dugar,31,F,Pune,2023-09-03
O5787,C538,R287,2023-09-26,Pune,1328.23,Net Banking,2,47,Rohan's Bistro,Indian,501,Delhi,2022-09-24,Parinaaz Sengupta,52,F,Hyderabad,2023-03-31
O5788,C819,R254,2024-02-23,Pune,1271.19,Debit Card,1,16,Renee's Diner,American,606,Bangalore,2023-05-25,Riya Savant,20,F,Bangalore,2022-02-14
O5789,C787,R336,2024-04-21,Pune,513.29,Debit Card,3,16,Nakul's Café,Thai,358,Hyderabad,2021-07-29,Ehsaan Baral,38,M,Chennai,2021-06-22
O5790,C816,R216,2024-01-18,Pune,499.27,Debit Card,3,19,Kavya's Café,Mexican,721,Bangalore,2021-09-21,Nitya Ghose,43,M,Hyderabad,2022-12-23
O5791,C841,R348,2023-03-14,Hyderabad,1210.01,Net Banking,4,24,Saanvi's Café,Thai,631,Hyderabad,2021-10-06,Gokul Rattan,39,M,Delhi,2023-10-05
O5792,C187,R340,2023-04-17,Mumbai,1412.83,UPI,3,52,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Sumer Kakar,26,M,Delhi,2023-04-28
